company_id,name,revenue_eur,website_domain,country,contact_owner
IT00509110011,SCHNEIDER ELECTRIC S.P.A.,919915664,se.com,IT,N/A
IT01428630360,VOLVO GROUP ITALIA S.P.A.,919767746,volvotrucks.com,IT,N/A
IT02854220213,IVECO DEFENCE VEHICLES S.P.A.,918975925,ivecodefencevehicles.com,IT,N/A
IT05445891004,AZIENDA MUNICIPALE AMBIENTE S.P.A. ROMA IN FORMA ABBREVIATA AMA S.P.A,918167921,cimitericapitolini.it,IT,N/A
IT01255650168,A2A AMBIENTE S.P.A.,917957000,a2aambiente.eu,IT,N/A
IT00059020057,O-I ITALY S.P.A.,912024070,o-i.com,IT,N/A
IT08700950960,BIDFOOD ITALIA S.R.L.,911932380,,IT,N/A
IT01893120368,USCO S.P.A.,911707781,usco.it,IT,N/A
IT09247981005,ITALO - NUOVO TRASPORTO VIAGGIATORI S.P.A. O IN FORMA ABBREVIATA ITALO S.P.A.,911110000,italospa.italotreno.it,IT,N/A
IT04902660960,POLYNT S.P.A.,908200000,polynt.com,IT,N/A
IT02654810361,SALUMIFICI GRANTERRE S.P.A.,907985000,granterre.it,IT,N/A
IT03699500363,EAGLES OAK SOCIETA' A RESPONSABILITA' LIMITATA,905975000,,IT,N/A
IT01775370610,FINPO S.R.L.,905138190,,IT,N/A
IT03907010585,"ANGELINI PHARMA ITALIA AZIENDE CHIMICHE RIUNITE ANGELINI FRANCESCO - A.C.R.A.F. S.P.A. , ENUNCIABILE ANCHE ANGELINI PHARMA ITALIA S.P.A. , ANGELINI PHARMA S.P.A. , A.C.R.A.F. S.P.A. , ACRAF S.P.A. ,",904402000,plus.angelinipharma.it,IT,N/A
IT07390770720,MAIORA SOCIETA' PER AZIONI,903638000,maiora.com,IT,N/A
IT03356870968,FINELEX SOCIETA' CONSORTILE PER AZIONI,903576678,finelex.it,IT,N/A
IT04160400968,GEFIM S.P.A.,902035000,gefim.it,IT,N/A
IT06250230965,TECHNOGYM S.P.A.,901288000,technogym.com,IT,N/A
IT03629080049,FERRERO INDUSTRIALE ITALIA S.R.L.,896773000,ferrero.com,IT,N/A
IT01690280159,ZAMBON COMPANY S.P.A.,896218000,zambon.com,IT,N/A
IT02433760135,SISAL ITALIA S.P.A.,893800000,sisaltipster.it,IT,N/A
IT11531310156,BASELL POLIOLEFINE ITALIA S.R.L.,892977485,lyb.com,IT,N/A
IT09457730969,AMAZON ONLINE ITALY S.R.L.,892382836,amazon.it,IT,N/A
IT00326610375,VOLVO CAR ITALIA S.P.A.,892076755,volvocarminsk.by,IT,N/A
IT09548890962,PS RETI S.P.A.,891923000,sirti.it,IT,N/A
IT04596040966,SIRTI - SOCIETA' PER AZIONI,891846000,sirti.it,IT,N/A
IT01674190028,COMPAGNIA GENERALE TRATTORI - S.P.A. ABBREVIATA C.G.T. - S.P.A.,887928079,online.cgt.it,IT,N/A
IT01921910152,J.A.S. JET AIR SERVICE SPA,887194684,jasitaly.com,IT,N/A
IT00154410369,C.M.B. SOCIETA' COOPERATIVA MURATORI E BRACCIANTI DI CARPI ABBREVIABILE IN C.M.B. SOCIETA' COOPERATIVA,886394000,cmbcarpi.it,IT,N/A
IT00706270410,PROFILGLASS S.P.A.,884380283,profilglass.it,IT,N/A
IT00103530499,UNICOOP ETRURIA SOCIETA' COOPERATIVA,882230387,unicooptirreno.it,IT,N/A
IT04492200961,BIG S.R.L.,881303000,cralcentralelattediroma.it,IT,N/A
IT00826040156,SOCIETA PER AZIONI ESERCIZI AEROPORTUALI S.E.A.,880961000,seamilano.eu,IT,N/A
IT05235740965,EURO GROUP LAMINATIONS S.P.A,878927000,euro-group.it,IT,N/A
IT06623310965,FEDERICO DE NORA S.P.A.,876143000,gruppodenora.it,IT,N/A
IT03945320962,"DELOITTE CONSULTING S.R.L. SOCIETA' BENEFIT , OVVERO IN FORMA ABBREVIATA DELOITTE CONSULTING S.R.L. S.B.",875987495,2.deloitte.com,IT,N/A
IT11941320969,W GROUP HOLDING S.P.A.,875426628,w-group.it,IT,N/A
IT03998870962,INDUSTRIE DE NORA S.P.A,874999000,denora.com,IT,N/A
IT16245161001,PARTECIPAZIONI ITALIA S.P.A.,870308000,webuildgroup.com,IT,N/A
IT02645920592,ABBVIE S.R.L.,869682942,abbvie.com,IT,N/A
IT91318860375,CRIBIS HOLDING S.R.L.,867738828,cribis.com,IT,N/A
IT03829291206,LEGACY S.R.L.,867738828,legacysrl.it,IT,N/A
IT00167700301,RIZZANI DE ECCHER S.P.A.,867646613,rde.it,IT,N/A
IT07169051211,MARIGLIANO S.P.A.,867582665,comunemarigliano.it,IT,N/A
IT02356770988,ILLUMIA S.P.A.,866610000,illumia.it,IT,N/A
IT00125230219,WUERTH S.R.L. - G.M.B.H.,866330417,eshop.wuerth.it,IT,N/A
IT12991860961,LUNA VERDE S.R.L.,865252000,lunaverde.org,IT,N/A
IT07078730152,BOTTEGA VENETA S.R.L.,864178259,bottegaveneta.com,IT,N/A
IT12086540155,RCS MEDIAGROUP SPA,863800000,rcsmediagroup.it,IT,N/A
IT00916900152,SCHENKER ITALIANA SPA,860686979,dbschenker.com,IT,N/A
IT03440020166,POLIFIN S.P.A.,857880000,impresapercassi.it,IT,N/A
IT10038620968,GUALA CLOSURES S.P.A.,857592000,gualaclosures.com,IT,N/A
IT00103220091,COOP LIGURIA SOCIETA' COOPERATIVA DI CONSUMO,856791107,saperecoop-liguria.it,IT,N/A
IT05961200150,FONTANA FINANZIARIA S.P.A.,856238000,gruppofontana.it,IT,N/A
IT06700621003,MBDA ITALIA S.P.A.,855822000,mbda-systems.com,IT,N/A
IT07691230960,PAG ITALY S.R.L.,855283259,penskeautomotive.it,IT,N/A
IT13264231005,CELLNEX ITALIA S.P.A.,855207000,cellnextelecom.com,IT,N/A
IT10365640159,CAPGEMINI ITALIA S.P.A.,854780142,capgemini.com,IT,N/A
IT00126480409,SCM GROUP S.P.A.,851243000,scmgroup.com,IT,N/A
IT00292470176,AGECO S.R.L.,851238000,gruppoageco.it,IT,N/A
IT15416261004,ENEL GLOBAL SERVICES S.R.L.,851141000,globalservicesitalia.com,IT,N/A
IT08786190150,VEOLIA ITALIA SPA,850833000,synbiose.it,IT,N/A
IT00283750248,LORENZO CECCATO S.P.A.,850734000,gruppoceccato.it,IT,N/A
IT00153880067,AUTOSPED G - SPA,848944000,autospedg.com,IT,N/A
IT09417760155,S.A.P. ITALIA SISTEMI APPLICAZIONI PRODOTTI IN DATA PROCESSING S.P.A.,848570000,sap.com,IT,N/A
IT08985630154,"PRENATAL RETAIL GROUP S.P.A. OVVERO, IN ABBREVIATO, PNT RETAIL GR OUP S.P.A. O PRG S.P.A.",847702000,cipensiamonoi.toyscenter.it,IT,N/A
IT04966251003,RAFFINERIA DI MILAZZO SOCIETA' CONSORTILE PER AZIONI (IN BREVE RAFFINERIA DI MILAZZO S.C.P.A. ),847464034,raffineriadimilazzo.it,IT,N/A
IT02083271201,CRIF S.P.A.,847267000,crif.it,IT,N/A
IT00143470342,SICIM SOCIETA' PER AZIONI,847245583,sicim.eu,IT,N/A
IT03279221208,FARMALVARION S.R.L.,847216497,farmalvarion.it,IT,N/A
IT05341830965,ZAMBON S.P.A.,844501000,zambon.com,IT,N/A
IT03925650966,SORGENIA POWER S.P.A.,840874154,sorgenia.it,IT,N/A
IT12777730156,LIR S.R.L.,839763000,qubedisco.com,IT,N/A
IT01383560586,ENGYCALOR ENERGIA CALORE SRL,839745150,engycalor.it,IT,N/A
IT08245890010,MASERATI S.P.A.,839092054,eu.maseratistore.com,IT,N/A
IT03035950231,VERA VITA SPA,839021000,veravitaassicurazioni.it,IT,N/A
IT02824320176,LUTECH S.P.A.,838454000,tenenigen.com,IT,N/A
IT00869580159,HEINEKEN ITALIA SPA,838439000,heinekenitalia.it,IT,N/A
IT10546970962,WHITE BRIDGE INVESTMENTS II S.P.A.,837713203,vitale-co.com,IT,N/A
IT07034140157,SMURFIT WESTROCK ITALIA S.P.A.,837398550,smurfitkappa.com,IT,N/A
IT05406791003,"DRIVALIA S.P.A., IN FORMA ESTESA DRIVALIA LEASE S.P.A.",837084000,eplushare.drivalia.com,IT,N/A
IT01299680353,CASEIFICI GRANTERRE SPA,836319000,parmareggio.it,IT,N/A
IT07636600962,OSPEDALE SAN RAFFAELE S.R.L.,836173462,hsr.it,IT,N/A
IT09020471000,FIN GO & FUEL S.P.A.,836048000,fingofuel.com,IT,N/A
IT07704310015,SYNERGIE ITALIA - AGENZIA PER IL LAVORO - S.P.A.,835806680,sandyou.it,IT,N/A
IT02224410023,BANCA SELLA SPA,833355000,sella.it,IT,N/A
IT09238800156,MEDTRONIC ITALIA S.P.A.,831551092,medtronic.com,IT,N/A
IT11700261008,BIBIS GROUP S.P.A.,828465728,,IT,N/A
IT10491500152,FINTRADE HOLDING S.P.A.,828175373,clerici.eu,IT,N/A
IT05024840968,MARAZZI ACQUISITION S.R.L.,827745000,,IT,N/A
IT00768720823,D'AMICO SOCIETA' DI NAVIGAZIONE S.P.A.,827001000,damicoship.com,IT,N/A
IT11042090966,ZAGO HOLDING S.P.A.,825645233,progestspa.com,IT,N/A
IT11333460969,HDM1 SRL,824849699,,IT,N/A
IT00481670586,AMPLIA INFRASTRUCTURES S.P.A.,822703000,ampliaspa.it,IT,N/A
IT00483050068,BULGARI GIOIELLI S.P.A.,821813603,bulgari.com,IT,N/A
IT13109681000,FONDAZIONE POLICLINICO UNIVERSITARIO AGOSTINO GEMELLI IRCCS,819120000,policlinicogemelli.it,IT,N/A
IT12295820158,"CONSORZIO NAZIONALE PER LA RACCOLTA, IL RICICLO E IL RECUPERO DEGLI IMBALLAGGI IN PLASTICA",818903807,corepla.it,IT,N/A
IT01712670247,F.I.S. FABBRICA ITALIANA SINTETICI S.P.A.,818653000,fisvi.com,IT,N/A
IT00429950165,ZANETTI S.P.A.,817557456,zanetti-spa.it,IT,N/A
IT12882870962,MOLECULE (BC) HOLDCO S.P.A.,817492000,,IT,N/A
IT14958061005,DV HOLDING S.P.A.,817179619,,IT,N/A
IT00250450871,ITEL S.P.A.,816695000,itelte.it,IT,N/A
IT04349061004,HDI ASSICURAZIONI SPA,816643000,hdiassicurazioni.it,IT,N/A
IT09271680960,PROMETEON TYRE GROUP S.R.L.,816107988,prometeon.com,IT,N/A
IT10400090964,DIGITAL VALUE S.P.A.,815805000,digitalvalue.it,IT,N/A
IT00988040176,ALFA ACCIAI S.P.A.,814444884,alfaacciai.it,IT,N/A
IT02551580612,FINROSA S.R.L.,814175154,edoardorossetti.com,IT,N/A
IT00754800159,DHL GLOBAL FORWARDING (ITALY) S.P.A.,811847617,naver.com,IT,N/A
IT00964450233,GRUPPO ROSSETTO S.P.A.,809809075,rossettogroup.it,IT,N/A
IT02928530233,ROSSETTO TRADE S.P.A.,809788257,rossettogroup.it,IT,N/A
IT01458340880,SYNEOS S.R.L.,808684274,,IT,N/A
IT09896140960,DIKAIOS OPCO TOPCO S.R.L.,805977000,,IT,N/A
IT02058910874,KOS S.P.A.,805280000,corporatebond.kosgroup.com,IT,N/A
IT08954150960,HP ITALY S.R.L.,805175537,8.hp.com,IT,N/A
IT04771300961,LENOVO (ITALY) S.R.L.,804739304,lenovo.com,IT,N/A
IT01220100885,ERGON S.P.A,804142237,ergonspa.com,IT,N/A
IT04369310968,CLERICI S.P.A.,802417000,clerici.eu,IT,N/A
IT13621711004,RCH S.P.A.,802171989,risparmiocasa.com,IT,N/A
IT00292250636,FARVIMA MEDICINALI S.P.A.,801394009,farvima.it,IT,N/A
IT07489941216,AP COMMERCIALE SRL,801315895,sole365.it,IT,N/A
IT04411610985,PCG HOLDING S.R.L.,800885000,,IT,N/A
IT01272680172,GNUTTI CARLO S.P.A.,800797000,gnutticarlo.com,IT,N/A
IT02782190157,LA TRIVENETA CAVI S.P.A.,799097147,mail.latrivenetacavi.com,IT,N/A
IT01872610611,PROMA S.P.A.,795573250,promagroup.com,IT,N/A
IT00159600360,G.A. OPERATIONS S.P.A.,795156454,simint.it,IT,N/A
IT94040720107,ERG SPA,793314000,erg.it,IT,N/A
IT02084770342,VENDER S.P.A.,791816705,gioimmobiliare.it,IT,N/A
IT01626560013,SUZUKI ITALIA - S.P.A.,791299337,moto.suzuki.it,IT,N/A
IT08537690151,UNITED PARCEL SERVICE ITALIA SRL,790229940,ups.com,IT,N/A
IT00730720240,VERALLIA ITALIA S.P.A.,789776446,verallia.com,IT,N/A
IT01247140401,AVI.COOP SOCIETA' COOPERATIVA AGRICOLA IN BREVE: AVI.COOP S.C.A. OVVERO: AVI.COOP SOC. COOP. AGR.,787481545,amadori.it,IT,N/A
IT10264830968,HIPPOCRATES HOLDING S.P.A.,787308000,hippocratesholding.com,IT,N/A
IT09299750969,HENKEL ITALIA S.R.L.,783719321,formazione.portalehenkel.it,IT,N/A
IT00637110164,HEIDELBERG MATERIALS ITALIA CEMENTI S.P.A. IN FORMA ABBREVIATA HM ITALIA CEMENTI S.P.A.,783385000,italcementi-group.com,IT,N/A
IT04501190963,HUAWEI TECHNOLOGIES ITALIA S.R.L.,783111000,huawei.com,IT,N/A
IT00166810341,SOCOGAS - SOCIETA' PER AZIONI,782041997,socogasgroup.com,IT,N/A
IT00283080372,"MESSAGGERIE ITALIANE DI GIORNALI, RIVISTE E LIBRI S.P.A., O MESSA GGERIE ITALIANE S.P.A., O MESSITA S.P.A.",781622000,messaggerie.it,IT,N/A
IT04427690963,C.G.I. HOLDING S.R.L.,780284446,gruppocgi.it,IT,N/A
IT08254440012,NEOS S.P.A.,777259096,neosair.it,IT,N/A
IT07648370588,FIDEURAM - INTESA SANPAOLO PRIVATE BANKING ASSET MANAGEMENT - SOCIETA' DI GESTIONE DEL RISPARMIO S.P.A. - IN FORMA ABBREVIATA FIDEURAM ASSET MANAGEMENT SGR S.P.,777220000,group.intesasanpaolo.com,IT,N/A
IT00715170155,COOP ITALIA SOCIETA' COOPERATIVA,775974852,coop.it,IT,N/A
IT00881860407,T & M HOLDING S.P.A.,775296901,,IT,N/A
IT00050810522,"COOP CENTRO ITALIA, SOCIETA' COOPERATIVA",775128857,coopcentroitalia.it,IT,N/A
IT10462810960,FLOS B&B ITALIA S.P.A.,774404000,flosbebitaliagroup.com,IT,N/A
IT10446470964,FLOS B&B ITALIA GROUP S.P.A.,774377000,flosbebitaliagroup.com,IT,N/A
IT00930530324,ACEGASAPSAMGA S.P.A.,774166000,acegas-aps.it,IT,N/A
IT00953910403,TEDDY - S.P.A.,772397165,teddy.it,IT,N/A
IT06076100962,HB TRADING SOCIETA' PER AZIONI ABBREVIABILE IN HB TRADING S.P.A.,770459549,hbtrading.it,IT,N/A
IT00471300012,RAI PUBBLICITA' S.P.A.,770377000,raipubblicita.it,IT,N/A
IT08082990014,MARELLI EUROPE S.P.A.,769086000,magnetimarelli.com,IT,N/A
IT11749110158,ITALSCANIA S.P.A.,768499255,scaniacommerciale.it.cms.scania.it,IT,N/A
IT03299440101,CONSORZIO COCIV,767872000,cociv.terzovalico.it,IT,N/A
IT03489750962,GMS S.R.L.,767666000,maurosaviola.it,IT,N/A
IT02317890206,SAVIOLA HOLDING S.R.L.,767666000,grupposaviola.com,IT,N/A
IT05754810728,APULIA DISTRIBUZIONE S.R.L.,765997964,apuliadistribuzione.com,IT,N/A
IT13271380159,STOCCAGGI GAS ITALIA SPA O IN FORMA ABBREVIATA STOGIT SPA,764844000,stogit.it,IT,N/A
IT02409950876,MCDONALD'S DEVELOPMENT ITALY LLC,764026727,mcdonalds.it,IT,N/A
IT05849130157,BAYER S.P.A.,763533639,citrosodina.it,IT,N/A
IT09470180150,L'ISOLANTE K-FLEX SOCIETA' PER AZIONI,763154000,kflex.com,IT,N/A
IT01235440417,BI.FIN. S.R.L.,762476000,biesse.com,IT,N/A
IT00113220412,BIESSE SPA,762284000,biesse.it,IT,N/A
IT03457730962,NADARA ITALY S.P.A.,761781000,falckrenewables.eu,IT,N/A
IT11217531000,ROSSFIN S.R.L.,758612026,arros.it,IT,N/A
IT02853230429,ARISTON S.P.A.,758490752,aristongroup.com,IT,N/A
IT09718030159,KUEHNE + NAGEL S.R.L.,756976857,it.kuehne-nagel.com,IT,N/A
IT08695110158,IF 65 S.P.A.,756505836,if65.it,IT,N/A
IT01440590899,ERG POWER GENERATION S.P.A.,756501000,erg.eu,IT,N/A
IT02024010676,GIOVE HOLDING S.R.L.,754342124,,IT,N/A
IT00197980139,BOLTON FOOD S.P.A.,750496388,kraftfoods.it,IT,N/A
IT03012400549,ECOSUNTEK SPA,746988000,ecosuntek.com,IT,N/A
IT00082130592,BRISTOL-MYERS SQUIBB S.R.L.,746716000,bms.it,IT,N/A
IT02463560223,FAMILY BUSINESS POLI DI MARCO POLI E C. SOCIETA' IN ACCOMANDITA PER AZIONI IN SIGLA FB POLI DI MARCO POLI E C. S.A.P.A.,743268168,,IT,N/A
IT00202040283,CARRARO S.P.A.,741588000,carraro.com,IT,N/A
IT10641060966,NETFLIX SERVICES ITALY S.R.L.,741102000,netflix.com,IT,N/A
IT00160880548,METALMECCANICA TIBERINA S.R.L.,736651279,tiberinagroup.com,IT,N/A
IT00653970673,COSMO S.P.A.,735849131,freeshoes.it,IT,N/A
IT13442590157,MORELLATO S.P.A.,734366000,morellatogroup.com,IT,N/A
IT03814200162,IVS PARTECIPAZIONI S.P.A.,733859000,ivsgroup.it,IT,N/A
IT00314500273,F.LLI LANDO S.P.A.,731237138,iperlando.it,IT,N/A
IT00466430584,FENDI - SOCIETA' A RESPONSABILITA' LIMITATA CHE POTRA' ESSERE ABBREVIATA IN FENDI S.R.L.,730994000,fendi.com,IT,N/A
IT01561490028,MAURIZIO SELLA - SOCIETA' IN ACCOMANDITA PER AZIONI,730971000,nelmondoavenire.it,IT,N/A
IT02584500181,PRIMARK ITALY S.R.L.,730401000,orporate.primark.com,IT,N/A
IT11010831003,PASFIN S.P.A.,729588657,,IT,N/A
IT01899110546,IGES SRL,728935150,todis.it,IT,N/A
IT07554341003,BRITISH AMERICAN TOBACCO ITALIA SOCIETA' PER AZIONI IN BREVE BAT ITALIA S.P.A.,728790000,batitalia.com,IT,N/A
IT00858310238,MIGROSS S.P.A.,726231946,emigross.it,IT,N/A
IT01458780747,CASA OLEARIA ITALIANA SOCIETA' PER AZIONI IN SIGLA CASA OLEARIA ITALIANA S.P.A.,725528084,gruppomarseglia.it,IT,N/A
IT06280060150,NIPPON EXPRESS ITALIA S.P.A.,725134835,francovago.com,IT,N/A
IT06336690968,TECHBAU S.P.A.,724998447,techbau.it,IT,N/A
IT12096330159,CARGILL S.R.L.,724933118,cargill.it,IT,N/A
IT01137850150,CEMITAL PRIVITAL AURELIANA S.P.A.,722977000,,IT,N/A
IT03318930405,G.S.G.R. S.R.L.,721308925,,IT,N/A
IT00126550409,GRUPPO SOCIETA' GAS RIMINI S.P.A.,721254000,grupposgr.it,IT,N/A
IT05160421003,SHELL ITALIA E&P S.P.A,720779878,shell.it,IT,N/A
IT01435440357,FIN-FIREL S.P.A.,720438466,agentistellari.green,IT,N/A
IT01174510360,KERAKOLL S.P.A.,720331251,kerakoll.com,IT,N/A
IT02277110264,BENICE HOLDING S.P.A.,717703000,niceforyou.com,IT,N/A
IT01664630223,FEDRIGONI S.P.A.,716833000,fedrigoni.com,IT,N/A
IT01814170245,MP FINANZIARIA S.P.A.,715640000,maltauro.com,IT,N/A
GBFC038017,EUROITALIA UK,715071485,,IT,N/A
IT15539261006,NUMIA S.P.A.,714726000,bccpayspa.it,IT,N/A
IT02037070741,SCOMMETTENDO - S.R.L.,714059282,helpscommettendo.it,IT,N/A
IT00184540276,ICM S.P.A.,712667000,gruppoicm.com,IT,N/A
IT12359150963,NUMIA GROUP S.P.A.,711459000,numia.com,IT,N/A
IT12319220963,FSI HOLDING SPA,711459000,fondofsi.it,IT,N/A
IT00863430179,RAFFMETAL S.P.A.,711304463,raffmetal.it,IT,N/A
IT00796400158,ITALMOBILIARE S.P.A.,711079000,italmobiliare.it,IT,N/A
IT00269990636,GUACCI S.P.A.,709573075,it.guacci.it,IT,N/A
IT00941910788,SIELTE SPA,709519939,sielte.it,IT,N/A
IT13221390159,EY ADVISORY S.P.A.,709296854,ey.com,IT,N/A
IT03158360101,"QUIRIS DI FRANCESCO QUIRICO, UMBERTO RISSO & C. - S.A.P.A.",706318078,agnenergia.com,IT,N/A
IT02758310342,MUTTI SOCIETA' PER AZIONI IN BREVE: MUTTI S.P.A.,705327000,mutti-parma.com,IT,N/A
IT00146480348,RED LIONS S.R.L.,705303000,mutti-parma.com,IT,N/A
IT04102770965,GENERAL LOGISTICS SYSTEMS ENTERPRISE S.R.L. IN BREVE GLS ENTERPRISE S.R.L.,703977322,executivegroup.com,IT,N/A
IT01452310681,PSA RETAIL ITALIA S.P.A.,703467116,blog.citroen.it,IT,N/A
IT00055560775,V.I.M. S.R.L. VENDITA INGROSSO MEDICINALI,703191446,vim.it,IT,N/A
IT03078670043,MERLO S.P.A. INDUSTRIA METALMECCANICA IN FORMA ABBREVIATA MERLO S.P.A.,702758000,merlo.com,IT,N/A
IT00735390155,ASTRAZENECA S.P.A.,702654000,azprivacy.astrazeneca.com,IT,N/A
IT08370430962,ADAMANT BIONRG S.R.L.,701545727,adamntbionrg.com,IT,N/A
IT02937940217,FERCAM HOLDING S.R.L.,701431314,carrier.fercam.com,IT,N/A
IT03202930164,BB HOLDING S.R.L.,701401389,bb-holding.info,IT,N/A
IT02235470107,BLACK OILS S.P.A.,700440000,europam.it,IT,N/A
