alert_id,company_id,company_name,trigger_id,trigger_name,contact_owner,source,article_url,published_at,dedupe_key,created_at,status
6f62930b-f915-4157-9ed8-280d6eb1258f,IT00220200281,ARNEG S.P.A.,t002,Cambio CEO,N/A,GN Company | IT00220200281,https://news.google.com/rss/articles/CBMiZEFVX3lxTFB3NkI1S0FyeXRDS3NmRW9TNW9pT0JpMEpseTNtVFZuN1NDMlNIc2kyZzd4S3ZISkdzY255N3dDM1ZfU0haVzRodHFMUVNMbUp5Y0V4U3RYQXVFTWU2Skd3cEoyak4?oc=5,2015-11-21T22:05:08+00:00,IT00220200281|t002|2015-11-21|andrea salvalaggio group purchasing coordinator presso arneg s p a linkedin italia,2026-02-07T22:51:35.754594+00:00,sent
36cc90cd-ff54-4226-99d5-8b8863b684d4,IT12432150154,EG S.P.A.,t002,Cambio CEO,N/A,GN Company | IT00220200281,https://news.google.com/rss/articles/CBMiZEFVX3lxTFB3NkI1S0FyeXRDS3NmRW9TNW9pT0JpMEpseTNtVFZuN1NDMlNIc2kyZzd4S3ZISkdzY255N3dDM1ZfU0haVzRodHFMUVNMbUp5Y0V4U3RYQXVFTWU2Skd3cEoyak4?oc=5,2015-11-21T22:05:08+00:00,IT12432150154|t002|2015-11-21|andrea salvalaggio group purchasing coordinator presso arneg s p a linkedin italia,2026-02-07T22:51:35.754594+00:00,sent
0a8ad53c-835e-4d76-bc8d-0533e310c211,IT07149930583,ENGIE SERVIZI S.P.A.,t002,Cambio CEO,N/A,GN Company | IT07149930583,https://news.google.com/rss/articles/CBMiigFBVV95cUxPTW1jc2R2bDE0NHFvSmR3cXF1WV9vN0d2TlczbXhuTjcxT1ZGVjRLM1NaY1hNMURvc04ydWlmUTdLeU83cEdsVEtna25pcnF0YTVEN0FxS3hLSzczZ19NM3VuU3BNMmNLdmRvckRscy1qLWxoblprSTZDY19taTQ5bEphVkYyTTZKTkE?oc=5,2021-09-01T07:00:00+00:00,IT07149930583|t002|2021-09-01|monica iacono è il nuovo ceo di engie italia engie it,2026-02-07T22:51:35.754594+00:00,sent
d6a21d2a-23a8-4f0e-b0be-30c4cd9ba1b9,IT02019870696,ENGIE PRODUZIONE S.P.A.,t002,Cambio CEO,N/A,GN Company | IT07149930583,https://news.google.com/rss/articles/CBMiigFBVV95cUxPTW1jc2R2bDE0NHFvSmR3cXF1WV9vN0d2TlczbXhuTjcxT1ZGVjRLM1NaY1hNMURvc04ydWlmUTdLeU83cEdsVEtna25pcnF0YTVEN0FxS3hLSzczZ19NM3VuU3BNMmNLdmRvckRscy1qLWxoblprSTZDY19taTQ5bEphVkYyTTZKTkE?oc=5,2021-09-01T07:00:00+00:00,IT02019870696|t002|2021-09-01|monica iacono è il nuovo ceo di engie italia engie it,2026-02-07T22:51:35.754594+00:00,sent
fa945cae-c698-45f2-898c-315866301833,IT05246990484,ENGIE RINNOVABILI S.P.A.,t002,Cambio CEO,N/A,GN Company | IT07149930583,https://news.google.com/rss/articles/CBMiigFBVV95cUxPTW1jc2R2bDE0NHFvSmR3cXF1WV9vN0d2TlczbXhuTjcxT1ZGVjRLM1NaY1hNMURvc04ydWlmUTdLeU83cEdsVEtna25pcnF0YTVEN0FxS3hLSzczZ19NM3VuU3BNMmNLdmRvckRscy1qLWxoblprSTZDY19taTQ5bEphVkYyTTZKTkE?oc=5,2021-09-01T07:00:00+00:00,IT05246990484|t002|2021-09-01|monica iacono è il nuovo ceo di engie italia engie it,2026-02-07T22:51:35.754594+00:00,sent
b488a86a-807a-4f97-8d63-47830a70d69f,IT03794120109,RINA S.P.A.,t002,Cambio CEO,N/A,GN Company | IT03794120109,https://news.google.com/rss/articles/CBMidEFVX3lxTE9USjF0TTBQYlhIWFRFb1BjXzBqMGlyUG91T29OOGtwVHd6bnk4VEFMZndLSlQ1clZ2SXlrZEVkVEtQSWZYWXczX1NVdWlDb0E1SXZpeElwNXQwanloa0JQcWd3NEhMLWlfZllZU1RTZ0lYZFJt?oc=5,2023-11-06T08:00:00+00:00,IT03794120109|t002|2023-11-06|carlo luzzatto è ceo di rina s p a energia e mercato,2026-02-07T22:51:35.754594+00:00,sent
a1bb5d5d-201c-4cd3-ad84-63a4890606bc,IT03794120109,RINA S.P.A.,t002,Cambio CEO,N/A,GN Company | IT03794120109,https://news.google.com/rss/articles/CBMi7AFBVV95cUxQaTcxZXdncWppODRZaFFlSlc5LTdKa2JEaVpWc3dUWllnVW1TSlVRYk44WHRKOHRwRnZhN3NWVmVmR29PUEpYbFNhV0t3WUFZaERMQXlQUExDTUFRYy1sWE9JZHlEWWNLMGpqMHhHUjBfQVpSX1hGWC1zdW9VX1lQOUJkaGtDNWZ2bE5jRURyeFcwRlBZVmU4UWNhb25VTnVJb1NNV2ZPSHVrNEprUDRUdGw5UUJnQjFLeDY3Ylh6ZkhtbG9WYTVDbklhUVBEcUVHWGZmeFBWeUpOX2gxTWV0Q0ZiRkxQcmt2bE84dQ?oc=5,2023-11-07T08:00:00+00:00,IT03794120109|t002|2023-11-07|sarà carlo luzzatto il nuovo amministratore delegato di rina s p a a partire dal closing con fondo italiano d investimento imille protagonisti del mondo economico,2026-02-07T22:51:35.754594+00:00,sent
66e7db69-3f48-4244-aa64-87a194e875a8,IT03794120109,RINA S.P.A.,t002,Cambio CEO,N/A,GN Company | IT03794120109,https://news.google.com/rss/articles/CBMinwFBVV95cUxQMlcwaFVIOFpjd3l5MmFqN1ppajNFUjJ5dGFhQTQ5aWo3VGZNUEN2eUQ3N3JWeExDUFFmc3RWaHNXSGFFSWVVNXo3WE0yQ3hkUWh5aklPb0JKT0pybmxrcEpVQjRtSy1LVVRQQ2hEZUJBVnktRGhtMTA2blRYVFE2bWI5T0dsNjVaUkVWcmJFRzA1Yk1QU0ExYnZobjZKSDg?oc=5,2023-11-07T08:37:18+00:00,IT03794120109|t002|2023-11-07|carlo luzzatto sarà il nuovo amministratore delegato di rina s p a barche magazine,2026-02-07T22:51:35.754594+00:00,sent
0d580f51-3060-4da2-8526-1d8b9a74392e,IT02051011209,OPERA,t002,Cambio CEO,N/A,GN Company | IT06250230965,https://news.google.com/rss/articles/CBMi5gFBVV95cUxNRnR6U2hlOWl4cmV5WlI4RGhGc2lEYTdQT0lnalRXNVd4OXJ6Y3ByaVhpeHV0Z1FmTE40MnpSVVUySmJNOWRQY0o1NXNwWGFNanhpcWxHb2VFbnNvQUFEZlRQa2s4dXIxOGNFeXN5T0RfU0JWRWRTY3MwQ1NPbWl5YURmTGl6SVBxeWNOUEczc1hKQlJFT1VVQURiQXpPTmk5YjY1WGJjbHJwdWk1WGdEVzI1Zkh6MTZLdXRBZ20xeFVIX3pjcS0xek41eFZBOEZoMTcyM3U4MjNEdWRLUmY2Z2RLQTN4dw?oc=5,2024-05-09T07:00:00+00:00,IT02051011209|t002|2024-05-09|nomina dell amministratore delegato e conferimento deleghe operative technogym corporate,2026-02-07T22:51:35.754594+00:00,sent
d57edd90-99a0-4156-8bf4-03aa48b85f38,IT09548890962,PS RETI S.P.A.,t004,Partnership,N/A,GN Company | IT09548890962,https://news.google.com/rss/articles/CBMiuAFBVV95cUxQX0hxOGpBYjBkTDFqcG14MmhOT0c3NHZlZkNKb0lGMVcybElyLTl2RmFZbEVfdV9pbWVBOGdBbjY0NHpyNWhsZng5a2FOOVlxRUJldEJiNUZTVzdEc0VNakpnSTY2QUtVb2I0V04xQUhEdzB2NHMtcmFYOE1OcGJBc1FOZ0dTQzRObFl2ZTBENXJHOWZHZ0tNaTJPM0NTcnYyaWcwVXZ2VDlHeHNYZDhtWDQ0OG1ORU1p?oc=5,2022-10-06T16:36:14+00:00,IT09548890962|t004|2022-10-06|sirti nokia nuova partnership in ambito 5g per accelerare il go to market di servizi innovativi sirti it,2026-02-07T22:51:35.754594+00:00,sent
3c7d6345-52a1-4853-bd6d-ee05134fdd9c,IT04596040966,SIRTI - SOCIETA' PER AZIONI,t004,Partnership,N/A,GN Company | IT09548890962,https://news.google.com/rss/articles/CBMiuAFBVV95cUxQX0hxOGpBYjBkTDFqcG14MmhOT0c3NHZlZkNKb0lGMVcybElyLTl2RmFZbEVfdV9pbWVBOGdBbjY0NHpyNWhsZng5a2FOOVlxRUJldEJiNUZTVzdEc0VNakpnSTY2QUtVb2I0V04xQUhEdzB2NHMtcmFYOE1OcGJBc1FOZ0dTQzRObFl2ZTBENXJHOWZHZ0tNaTJPM0NTcnYyaWcwVXZ2VDlHeHNYZDhtWDQ0OG1ORU1p?oc=5,2022-10-06T16:36:14+00:00,IT04596040966|t004|2022-10-06|sirti nokia nuova partnership in ambito 5g per accelerare il go to market di servizi innovativi sirti it,2026-02-07T22:51:35.754594+00:00,sent
bd1c4d61-cdf2-40e7-a513-23f565d92b67,IT12492310961,SIRTI TELCO INFRASTRUCTURES S.P.A,t004,Partnership,N/A,GN Company | IT09548890962,https://news.google.com/rss/articles/CBMiuAFBVV95cUxQX0hxOGpBYjBkTDFqcG14MmhOT0c3NHZlZkNKb0lGMVcybElyLTl2RmFZbEVfdV9pbWVBOGdBbjY0NHpyNWhsZng5a2FOOVlxRUJldEJiNUZTVzdEc0VNakpnSTY2QUtVb2I0V04xQUhEdzB2NHMtcmFYOE1OcGJBc1FOZ0dTQzRObFl2ZTBENXJHOWZHZ0tNaTJPM0NTcnYyaWcwVXZ2VDlHeHNYZDhtWDQ0OG1ORU1p?oc=5,2022-10-06T16:36:14+00:00,IT12492310961|t004|2022-10-06|sirti nokia nuova partnership in ambito 5g per accelerare il go to market di servizi innovativi sirti it,2026-02-07T22:51:35.754594+00:00,sent
28693258-7b2b-43e9-9e6a-0533b4ba64a4,IT12492300962,SIRTI DIGITAL SOLUTIONS S.P.A,t004,Partnership,N/A,GN Company | IT09548890962,https://news.google.com/rss/articles/CBMiuAFBVV95cUxQX0hxOGpBYjBkTDFqcG14MmhOT0c3NHZlZkNKb0lGMVcybElyLTl2RmFZbEVfdV9pbWVBOGdBbjY0NHpyNWhsZng5a2FOOVlxRUJldEJiNUZTVzdEc0VNakpnSTY2QUtVb2I0V04xQUhEdzB2NHMtcmFYOE1OcGJBc1FOZ0dTQzRObFl2ZTBENXJHOWZHZ0tNaTJPM0NTcnYyaWcwVXZ2VDlHeHNYZDhtWDQ0OG1ORU1p?oc=5,2022-10-06T16:36:14+00:00,IT12492300962|t004|2022-10-06|sirti nokia nuova partnership in ambito 5g per accelerare il go to market di servizi innovativi sirti it,2026-02-07T22:51:35.754594+00:00,sent
36a798a2-0455-4c3a-b192-3243eb25098a,IT10331420017,CONEXUS S.P.A.,t004,Partnership,N/A,GN Company | IT09548890962,https://news.google.com/rss/articles/CBMiuAFBVV95cUxQX0hxOGpBYjBkTDFqcG14MmhOT0c3NHZlZkNKb0lGMVcybElyLTl2RmFZbEVfdV9pbWVBOGdBbjY0NHpyNWhsZng5a2FOOVlxRUJldEJiNUZTVzdEc0VNakpnSTY2QUtVb2I0V04xQUhEdzB2NHMtcmFYOE1OcGJBc1FOZ0dTQzRObFl2ZTBENXJHOWZHZ0tNaTJPM0NTcnYyaWcwVXZ2VDlHeHNYZDhtWDQ0OG1ORU1p?oc=5,2022-10-06T16:36:14+00:00,IT10331420017|t004|2022-10-06|sirti nokia nuova partnership in ambito 5g per accelerare il go to market di servizi innovativi sirti it,2026-02-07T22:51:35.754594+00:00,sent
9d43aa61-f78c-4d5d-bf7e-ce0ef4adbab3,IT09821640969,SIRTI ALLIANCE FOR INFRASTRUCTURES S.C.A R.L. IN BREVE SOLO S.A.I. S.C. A R.L.,t004,Partnership,N/A,GN Company | IT09548890962,https://news.google.com/rss/articles/CBMiuAFBVV95cUxQX0hxOGpBYjBkTDFqcG14MmhOT0c3NHZlZkNKb0lGMVcybElyLTl2RmFZbEVfdV9pbWVBOGdBbjY0NHpyNWhsZng5a2FOOVlxRUJldEJiNUZTVzdEc0VNakpnSTY2QUtVb2I0V04xQUhEdzB2NHMtcmFYOE1OcGJBc1FOZ0dTQzRObFl2ZTBENXJHOWZHZ0tNaTJPM0NTcnYyaWcwVXZ2VDlHeHNYZDhtWDQ0OG1ORU1p?oc=5,2022-10-06T16:36:14+00:00,IT09821640969|t004|2022-10-06|sirti nokia nuova partnership in ambito 5g per accelerare il go to market di servizi innovativi sirti it,2026-02-07T22:51:35.754594+00:00,sent
27878748-5b9b-41d1-a0cf-da69fa96061a,IT09548890962,PS RETI S.P.A.,t001,Acquisizione,N/A,GN Company | IT09548890962,https://news.google.com/rss/articles/CBMiiAFBVV95cUxQODFGUGNlWVpXeTlRcVAya1NZT0hnUXhWVkdiSV9BSUtJUzA3Z1JyWkE1RkxVUWhaRU9YM1lHMzY1X25RTUpwNlNWd2xCTEJZM0VfWVVUUmZQZUIwaGFZTk0zYWdvSjVsc2xRRGhVbHFwYTRJWTNWS2hTV1BGU2c1SVVmWEQ5Unl2?oc=5,2017-03-12T03:27:08+00:00,IT09548890962|t001|2017-03-12|sirti annuncia l acquisizione di foi vitali elettrodotti s p a sirti it,2026-02-07T22:51:35.754594+00:00,sent
bc320d4a-5d98-48fe-b72c-779f292cfb9b,IT04596040966,SIRTI - SOCIETA' PER AZIONI,t001,Acquisizione,N/A,GN Company | IT09548890962,https://news.google.com/rss/articles/CBMiiAFBVV95cUxQODFGUGNlWVpXeTlRcVAya1NZT0hnUXhWVkdiSV9BSUtJUzA3Z1JyWkE1RkxVUWhaRU9YM1lHMzY1X25RTUpwNlNWd2xCTEJZM0VfWVVUUmZQZUIwaGFZTk0zYWdvSjVsc2xRRGhVbHFwYTRJWTNWS2hTV1BGU2c1SVVmWEQ5Unl2?oc=5,2017-03-12T03:27:08+00:00,IT04596040966|t001|2017-03-12|sirti annuncia l acquisizione di foi vitali elettrodotti s p a sirti it,2026-02-07T22:51:35.754594+00:00,sent
2f0e3c23-65fe-4184-b8c9-eaab8135a6ae,IT12492310961,SIRTI TELCO INFRASTRUCTURES S.P.A,t001,Acquisizione,N/A,GN Company | IT09548890962,https://news.google.com/rss/articles/CBMiiAFBVV95cUxQODFGUGNlWVpXeTlRcVAya1NZT0hnUXhWVkdiSV9BSUtJUzA3Z1JyWkE1RkxVUWhaRU9YM1lHMzY1X25RTUpwNlNWd2xCTEJZM0VfWVVUUmZQZUIwaGFZTk0zYWdvSjVsc2xRRGhVbHFwYTRJWTNWS2hTV1BGU2c1SVVmWEQ5Unl2?oc=5,2017-03-12T03:27:08+00:00,IT12492310961|t001|2017-03-12|sirti annuncia l acquisizione di foi vitali elettrodotti s p a sirti it,2026-02-07T22:51:35.754594+00:00,sent
